Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
"Astelia australiana","Tall Astelia","-","Vulnerable","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","10851","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10851","2017-May-11","http://id.biodiversity.org.au/name/apni/106586","Liliaceae","Astelia","australiana","-","-","(J.H.Willis) L.Moore","-"
"Persoonia marginata","Clandulla Geebung","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10852","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10852","2017-May-11","http://id.biodiversity.org.au/name/apni/113939","Proteaceae","Persoonia","marginata","-","-","R.Br.","-"
"Conostylis wonganensis","Wongan Conostylis","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","10906","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10906","2017-May-11","http://id.biodiversity.org.au/name/apni/77864","Haemodoraceae","Conostylis","wonganensis","-","-","Hopper","-"
"Lawrencia buchananensis","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","10919","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10919","2017-May-11","http://id.biodiversity.org.au/name/apni/102088","Malvaceae","Lawrencia","buchananensis","-","-","Lander","-"
"Acacia crombiei","Pink Gidgee","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","10927","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10927","2017-May-11","http://id.biodiversity.org.au/name/apni/61004","Fabaceae","Acacia","crombiei","-","-","C.White","-"
"Lepidium aschersonii","Spiny Pepper-cress","-","Vulnerable","-","Yes","-","-","-","-","Yes","Yes","-","-","-","-","-","-","-","-","-","10976","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10976","2017-May-11","http://id.biodiversity.org.au/name/apni/68999","Brassicaceae","Lepidium","aschersonii","-","-","Thell.","-"
"Eucalyptus recurva","Mongarlowe Mallee","-","Critically Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11004","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11004","2017-May-11","http://id.biodiversity.org.au/name/apni/101532","Myrtaceae","Eucalyptus","recurva","-","-","Crisp","-"
"Anthocercis gracilis","Slender Tailflower","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11103","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11103","2017-May-11","http://id.biodiversity.org.au/name/apni/95070","Solanaceae","Anthocercis","gracilis","-","-","Benth.","-"
"Rhagodia acicularis","Wongan Rhagodia","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11145","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11145","2017-May-11","http://id.biodiversity.org.au/name/apni/110131","Chenopodiaceae","Rhagodia","acicularis","-","-","Paul G.Wilson","-"
"Caladenia behrii","Pink-lipped Spider-orchid","-","Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","11161","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11161","2017-May-11","http://id.biodiversity.org.au/name/apni/90675","Orchidaceae","Caladenia","behrii","-","-","Schldl.","-"
"Hakea aculeata","Column Hakea","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11191","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11191","2017-May-11","http://id.biodiversity.org.au/name/apni/76519","Proteaceae","Hakea","aculeata","-","-","A.S.George","-"
"Acianthus ledwardii","-","-","Extinct","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11200","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11200","2017-May-11","http://id.biodiversity.org.au/name/apni/73206","Orchidaceae","Acianthus","ledwardii","-","-","Rupp","-"
"Prostanthera cineolifera","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11233","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11233","2017-May-11","http://id.biodiversity.org.au/name/apni/109437","Lamiaceae","Prostanthera","cineolifera","-","-","R.Baker  H.G.Smith","-"
"Ptychosema pusillum","Dwarf Pea","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11268","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11268","2017-May-11","http://id.biodiversity.org.au/name/apni/57260","Fabaceae","Ptychosema","pusillum","-","-","Lindley","-"
"Acacia rhetinocarpa","Neat Wattle, Resin Wattle (SA)","-","Vulnerable","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","11282","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11282","2017-May-11","http://id.biodiversity.org.au/name/apni/69709","Fabaceae","Acacia","rhetinocarpa","-","-","J.Black","-"
"Dendrobium nindii","an orchid","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11289","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11289","2017-May-11","http://id.biodiversity.org.au/name/apni/86076","Orchidaceae","Dendrobium","nindii","-","-","W.Hill","-"
"Owenia cepiodora","Onionwood, Bog Onion, Onion Cedar","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11344","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11344","2017-May-11","http://id.biodiversity.org.au/name/apni/58370","Meliaceae","Owenia","cepiodora","-","-","F.Muell.","-"
"Ochrosia moorei","Southern Ochrosia","-","Endangered","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11350","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11350","2017-May-11","http://id.biodiversity.org.au/name/apni/85016","Apocynaceae","Ochrosia","moorei","-","-","(F.Muell.) Benth.","-"
"Calophyllum bicolor","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11371","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11371","2017-May-11","http://id.biodiversity.org.au/name/apni/116691","Clusiaceae","Calophyllum","bicolor","-","-","P.F.Stevens","-"
"Sarcochilus hirticalcar","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11388","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11388","2017-May-11","http://id.biodiversity.org.au/name/apni/63127","Orchidaceae","Sarcochilus","hirticalcar","-","-","(Dockr.) M.Clements  B.Wallace","-"
"Kunzea cambagei","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11420","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11420","2017-May-11","http://id.biodiversity.org.au/name/apni/61948","Myrtaceae","Kunzea","cambagei","-","-","Maiden  E.Betche","-"
"Verticordia hughanii","Hughan's Featherflower","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11434","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11434","2017-May-11","http://id.biodiversity.org.au/name/apni/102322","Myrtaceae","Verticordia","hughanii","-","-","F.Muell.","-"
"Micromyrtus minutiflora","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11485","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11485","2017-May-11","http://id.biodiversity.org.au/name/apni/73020","Myrtaceae","Micromyrtus","minutiflora","-","-","Benth.","-"
"Lepidium pseudopapillosum","Erect Pepper-cress","-","Vulnerable","-","Yes","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","11548","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11548","2017-May-11","http://id.biodiversity.org.au/name/apni/84379","Brassicaceae","Lepidium","pseudopapillosum","-","-","Thell.","-"
"Olearia oliganthema","-","-","Extinct","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11592","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11592","2017-May-11","http://id.biodiversity.org.au/name/apni/105255","Asteraceae","Olearia","oliganthema","-","-","Benth.","-"
"Caladenia audasii","McIvor Spider-orchid, Audas Spider-orchid","-","Endangered","-","-","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","11727","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11727","2017-May-11","http://id.biodiversity.org.au/name/apni/90645","Orchidaceae","Caladenia","audasii","-","-","R.S.Rogers","-"
"Eremophila resinosa","Resinous Eremophila","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11735","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11735","2017-May-11","http://id.biodiversity.org.au/name/apni/115233","Myoporaceae","Eremophila","resinosa","-","-","(Endl.) F.Muell.","-"
"Sclerolaena napiformis","Turnip Copperburr","-","Endangered","-","Yes","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","11742","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11742","2017-May-11","http://id.biodiversity.org.au/name/apni/66143","Chenopodiaceae","Sclerolaena","napiformis","-","-","Paul G.Wilson","-"
"Rhizanthella slateri","Eastern Underground Orchid","-","Endangered","-","Yes","-","Yes","-","-","-","-","-","-","-","-","Yes","-","-","-","-","11768","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11768","2017-May-11","http://id.biodiversity.org.au/name/apni/68289","Orchidaceae","Rhizanthella","slateri","-","-","(Rupp) M.Clements  Cribb","-"
"Scaevola macrophylla","Large-flowered Scaevola","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","11806","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11806","2017-May-11","http://id.biodiversity.org.au/name/apni/110446","Goodeniaceae","Scaevola","macrophylla","-","-","(Vriese) Benth.","-"
"Prasophyllum pruinosum","Plum Leek-orchid","-","Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","11821","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11821","2017-May-11","http://id.biodiversity.org.au/name/apni/106077","Orchidaceae","Prasophyllum","pruinosum","-","-","R.Rogers","-"
"Macrozamia macdonnellii","MacDonnell Ranges Cycad","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11843","-","Plantae","Cycadatae","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11843","2017-May-11","http://id.biodiversity.org.au/name/apni/59523","Zamiaceae","Macrozamia","macdonnellii","-","-","(Miq.) A.DC.","-"
"Myrmecodia beccarii","Ant Plant","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11852","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11852","2017-May-11","http://id.biodiversity.org.au/name/apni/86142","Rubiaceae","Myrmecodia","beccarii","-","-","J.D.Hook.","-"
"Pultenaea glabra","Smooth Bush-pea, Swamp Bush-pea","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11887","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11887","2017-May-11","http://id.biodiversity.org.au/name/apni/59497","Fabaceae","Pultenaea","glabra","-","-","Benth.","-"
"Thelymitra epipactoides","Metallic Sun-orchid","-","Endangered","-","Yes","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","11896","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11896","2017-May-11","http://id.biodiversity.org.au/name/apni/115218","Orchidaceae","Thelymitra","epipactoides","-","-","F.Muell.","-"
"Dodonaea subglandulifera","Peep Hill Hop-bush","-","Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","11956","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11956","2017-May-11","http://id.biodiversity.org.au/name/apni/72554","Sapindaceae","Dodonaea","subglandulifera","-","-","J.West","-"
"Cryptocarya foetida","Stinking Cryptocarya, Stinking Laurel","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","11976","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11976","2017-May-11","http://id.biodiversity.org.au/name/apni/88305","Lauraceae","Cryptocarya","foetida","-","-","R.Baker","-"
"Caladenia brachyscapa","Short Spider-orchid","-","Extinct","-","-","-","-","-","Yes","Yes","-","-","-","-","-","-","-","-","-","-","11980","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11980","2017-May-11","http://id.biodiversity.org.au/name/apni/90700","Orchidaceae","Caladenia","brachyscapa","-","-","G.W.Carr","-"
"Gentiana baeuerlenii","Baeuerlen's Gentian","-","Endangered","Yes","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12001","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12001","2017-May-11","http://id.biodiversity.org.au/name/apni/80164","Gentianaceae","Gentiana","baeuerlenii","-","-","L.Adams","-"
"Actephila foetida","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","12078","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12078","2017-May-11","http://id.biodiversity.org.au/name/apni/74718","Euphorbiaceae","Actephila","foetida","-","-","Domin","-"
"Thomasia montana","Hill Thomasia","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","12136","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12136","2017-May-11","http://id.biodiversity.org.au/name/apni/65653","Sterculiaceae","Thomasia","montana","-","-","Steudel","-"
"Dodonaea procumbens","Trailing Hop-bush","-","Vulnerable","Yes","Yes","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","12149","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12149","2017-May-11","http://id.biodiversity.org.au/name/apni/72333","Sapindaceae","Dodonaea","procumbens","-","-","F.Muell.","-"
"Medicosma elliptica","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","12192","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12192","2017-May-11","http://id.biodiversity.org.au/name/apni/73643","Rutaceae","Medicosma","elliptica","-","-","T.Hartley","-"
"Grevillea scapigera","Corrigin Grevillea","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","12195","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12195","2017-May-11","http://id.biodiversity.org.au/name/apni/63300","Proteaceae","Grevillea","scapigera","-","-","A.S.George","-"
"Prostanthera densa","Villous Mintbush","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12233","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12233","2017-May-11","http://id.biodiversity.org.au/name/apni/109667","Lamiaceae","Prostanthera","densa","-","-","A.A.Ham.","-"
"Syzygium moorei","Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","12284","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12284","2017-May-11","http://id.biodiversity.org.au/name/apni/64787","Myrtaceae","Syzygium","moorei","-","-","(F.Muell.) L.Johnson","-"
"Olearia pannosa subsp. pannosa","Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush","-","Vulnerable","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","12348","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12348","2017-May-11","http://id.biodiversity.org.au/name/apni/105308","Asteraceae","Olearia","pannosa","subsp.","pannosa","Hook.","-"
"Euphorbia carissoides","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","12431","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12431","2017-May-11","http://id.biodiversity.org.au/name/apni/91574","Euphorbiaceae","Euphorbia","carissoides","-","-","F.M.Bailey","-"
